row_index,sample_id,case_id,annotation_id,label,split,center,raw_tiff_path,raw_tiff_sha256,level,orientation,image_width,image_height,bbox_x,bbox_y,bbox_w,bbox_h,policy_id,bbox_x0,bbox_y0,bbox_x1,bbox_y1,original_area,original_centroid_x,original_centroid_y,clipped_x0,clipped_y0,clipped_x1,clipped_y1,clipped_area,clipped_area_fraction,anchor_x,anchor_y,anchor_delta_x,anchor_delta_y,was_clipped,mpp_x,mpp_y,mpp_source,scale_geometry_json
4390,272__272__ann10560__y0,272,10560,0,train,2,datasets/midogpp/raw/MIDOGpp/images/272.tiff,4dcace63c54fedfc0843dc241a6112883cdde8887ad66deefac596db6edeec8e,0,1,6577,4933,6177.0,2746.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,6177.0,2746.0,6227.0,2796.0,2500.0,6202.0,2771.0,6177.0,2746.0,6227.0,2796.0,2500.0,1.0,6202.0,2771.0,0.0,0.0,False,0.24816562612969095,0.2491441799331038,tiff,"{""112um"":{""anchor_x"":6202.0,""anchor_y"":2771.0,""fov_um"":112.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":5977,""realized_x1"":6427,""realized_y0"":2546,""realized_y1"":2996,""requested_x0"":5977,""requested_x1"":6427,""requested_y0"":2546,""requested_y1"":2996,""shift_x"":0,""shift_y"":0,""side_px"":450,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":6202.0,""anchor_y"":2771.0,""fov_um"":28.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.504424778761062,""p_y"":0.504424778761062,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":6145,""realized_x1"":6258,""realized_y0"":2714,""realized_y1"":2827,""requested_x0"":6145,""requested_x1"":6258,""requested_y0"":2714,""requested_y1"":2827,""shift_x"":0,""shift_y"":0,""side_px"":113,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":6202.0,""anchor_y"":2771.0,""fov_um"":56.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.5022222222222222,""p_y"":0.5022222222222222,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":6089,""realized_x1"":6314,""realized_y0"":2658,""realized_y1"":2883,""requested_x0"":6089,""requested_x1"":6314,""requested_y0"":2658,""requested_y1"":2883,""shift_x"":0,""shift_y"":0,""side_px"":225,""token_start_col"":6,""token_start_row"":6}}"
4391,272__272__ann10561__y0,272,10561,0,train,2,datasets/midogpp/raw/MIDOGpp/images/272.tiff,4dcace63c54fedfc0843dc241a6112883cdde8887ad66deefac596db6edeec8e,0,1,6577,4933,6399.0,2975.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,6399.0,2975.0,6449.0,3025.0,2500.0,6424.0,3000.0,6399.0,2975.0,6449.0,3025.0,2500.0,1.0,6424.0,3000.0,0.0,0.0,False,0.24816562612969095,0.2491441799331038,tiff,"{""112um"":{""anchor_x"":6424.0,""anchor_y"":3000.0,""fov_um"":112.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.66,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":6127,""realized_x1"":6577,""realized_y0"":2775,""realized_y1"":3225,""requested_x0"":6199,""requested_x1"":6649,""requested_y0"":2775,""requested_y1"":3225,""shift_x"":-72,""shift_y"":0,""side_px"":450,""token_start_col"":8,""token_start_row"":6},""28um"":{""anchor_x"":6424.0,""anchor_y"":3000.0,""fov_um"":28.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.504424778761062,""p_y"":0.504424778761062,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":6367,""realized_x1"":6480,""realized_y0"":2943,""realized_y1"":3056,""requested_x0"":6367,""requested_x1"":6480,""requested_y0"":2943,""requested_y1"":3056,""shift_x"":0,""shift_y"":0,""side_px"":113,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":6424.0,""anchor_y"":3000.0,""fov_um"":56.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.5022222222222222,""p_y"":0.5022222222222222,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":6311,""realized_x1"":6536,""realized_y0"":2887,""realized_y1"":3112,""requested_x0"":6311,""requested_x1"":6536,""requested_y0"":2887,""requested_y1"":3112,""shift_x"":0,""shift_y"":0,""side_px"":225,""token_start_col"":6,""token_start_row"":6}}"
4392,272__272__ann10562__y0,272,10562,0,train,2,datasets/midogpp/raw/MIDOGpp/images/272.tiff,4dcace63c54fedfc0843dc241a6112883cdde8887ad66deefac596db6edeec8e,0,1,6577,4933,6191.0,3075.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,6191.0,3075.0,6241.0,3125.0,2500.0,6216.0,3100.0,6191.0,3075.0,6241.0,3125.0,2500.0,1.0,6216.0,3100.0,0.0,0.0,False,0.24816562612969095,0.2491441799331038,tiff,"{""112um"":{""anchor_x"":6216.0,""anchor_y"":3100.0,""fov_um"":112.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":5991,""realized_x1"":6441,""realized_y0"":2875,""realized_y1"":3325,""requested_x0"":5991,""requested_x1"":6441,""requested_y0"":2875,""requested_y1"":3325,""shift_x"":0,""shift_y"":0,""side_px"":450,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":6216.0,""anchor_y"":3100.0,""fov_um"":28.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.504424778761062,""p_y"":0.504424778761062,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":6159,""realized_x1"":6272,""realized_y0"":3043,""realized_y1"":3156,""requested_x0"":6159,""requested_x1"":6272,""requested_y0"":3043,""requested_y1"":3156,""shift_x"":0,""shift_y"":0,""side_px"":113,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":6216.0,""anchor_y"":3100.0,""fov_um"":56.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.5022222222222222,""p_y"":0.5022222222222222,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":6103,""realized_x1"":6328,""realized_y0"":2987,""realized_y1"":3212,""requested_x0"":6103,""requested_x1"":6328,""requested_y0"":2987,""requested_y1"":3212,""shift_x"":0,""shift_y"":0,""side_px"":225,""token_start_col"":6,""token_start_row"":6}}"
4393,272__272__ann10563__y0,272,10563,0,train,2,datasets/midogpp/raw/MIDOGpp/images/272.tiff,4dcace63c54fedfc0843dc241a6112883cdde8887ad66deefac596db6edeec8e,0,1,6577,4933,463.0,4007.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,463.0,4007.0,513.0,4057.0,2500.0,488.0,4032.0,463.0,4007.0,513.0,4057.0,2500.0,1.0,488.0,4032.0,0.0,0.0,False,0.24816562612969095,0.2491441799331038,tiff,"{""112um"":{""anchor_x"":488.0,""anchor_y"":4032.0,""fov_um"":112.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":263,""realized_x1"":713,""realized_y0"":3807,""realized_y1"":4257,""requested_x0"":263,""requested_x1"":713,""requested_y0"":3807,""requested_y1"":4257,""shift_x"":0,""shift_y"":0,""side_px"":450,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":488.0,""anchor_y"":4032.0,""fov_um"":28.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.504424778761062,""p_y"":0.504424778761062,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":431,""realized_x1"":544,""realized_y0"":3975,""realized_y1"":4088,""requested_x0"":431,""requested_x1"":544,""requested_y0"":3975,""requested_y1"":4088,""shift_x"":0,""shift_y"":0,""side_px"":113,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":488.0,""anchor_y"":4032.0,""fov_um"":56.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.5022222222222222,""p_y"":0.5022222222222222,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":375,""realized_x1"":600,""realized_y0"":3919,""realized_y1"":4144,""requested_x0"":375,""requested_x1"":600,""requested_y0"":3919,""requested_y1"":4144,""shift_x"":0,""shift_y"":0,""side_px"":225,""token_start_col"":6,""token_start_row"":6}}"
4394,272__272__ann10564__y1,272,10564,1,train,2,datasets/midogpp/raw/MIDOGpp/images/272.tiff,4dcace63c54fedfc0843dc241a6112883cdde8887ad66deefac596db6edeec8e,0,1,6577,4933,776.0,3838.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,776.0,3838.0,826.0,3888.0,2500.0,801.0,3863.0,776.0,3838.0,826.0,3888.0,2500.0,1.0,801.0,3863.0,0.0,0.0,False,0.24816562612969095,0.2491441799331038,tiff,"{""112um"":{""anchor_x"":801.0,""anchor_y"":3863.0,""fov_um"":112.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":576,""realized_x1"":1026,""realized_y0"":3638,""realized_y1"":4088,""requested_x0"":576,""requested_x1"":1026,""requested_y0"":3638,""requested_y1"":4088,""shift_x"":0,""shift_y"":0,""side_px"":450,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":801.0,""anchor_y"":3863.0,""fov_um"":28.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.504424778761062,""p_y"":0.504424778761062,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":744,""realized_x1"":857,""realized_y0"":3806,""realized_y1"":3919,""requested_x0"":744,""requested_x1"":857,""requested_y0"":3806,""requested_y1"":3919,""shift_x"":0,""shift_y"":0,""side_px"":113,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":801.0,""anchor_y"":3863.0,""fov_um"":56.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.5022222222222222,""p_y"":0.5022222222222222,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":688,""realized_x1"":913,""realized_y0"":3750,""realized_y1"":3975,""requested_x0"":688,""requested_x1"":913,""requested_y0"":3750,""requested_y1"":3975,""shift_x"":0,""shift_y"":0,""side_px"":225,""token_start_col"":6,""token_start_row"":6}}"
4395,272__272__ann10565__y1,272,10565,1,train,2,datasets/midogpp/raw/MIDOGpp/images/272.tiff,4dcace63c54fedfc0843dc241a6112883cdde8887ad66deefac596db6edeec8e,0,1,6577,4933,863.0,4422.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,863.0,4422.0,913.0,4472.0,2500.0,888.0,4447.0,863.0,4422.0,913.0,4472.0,2500.0,1.0,888.0,4447.0,0.0,0.0,False,0.24816562612969095,0.2491441799331038,tiff,"{""112um"":{""anchor_x"":888.0,""anchor_y"":4447.0,""fov_um"":112.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":663,""realized_x1"":1113,""realized_y0"":4222,""realized_y1"":4672,""requested_x0"":663,""requested_x1"":1113,""requested_y0"":4222,""requested_y1"":4672,""shift_x"":0,""shift_y"":0,""side_px"":450,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":888.0,""anchor_y"":4447.0,""fov_um"":28.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.504424778761062,""p_y"":0.504424778761062,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":831,""realized_x1"":944,""realized_y0"":4390,""realized_y1"":4503,""requested_x0"":831,""requested_x1"":944,""requested_y0"":4390,""requested_y1"":4503,""shift_x"":0,""shift_y"":0,""side_px"":113,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":888.0,""anchor_y"":4447.0,""fov_um"":56.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.5022222222222222,""p_y"":0.5022222222222222,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":775,""realized_x1"":1000,""realized_y0"":4334,""realized_y1"":4559,""requested_x0"":775,""requested_x1"":1000,""requested_y0"":4334,""requested_y1"":4559,""shift_x"":0,""shift_y"":0,""side_px"":225,""token_start_col"":6,""token_start_row"":6}}"
4396,272__272__ann10566__y1,272,10566,1,train,2,datasets/midogpp/raw/MIDOGpp/images/272.tiff,4dcace63c54fedfc0843dc241a6112883cdde8887ad66deefac596db6edeec8e,0,1,6577,4933,1350.0,4294.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,1350.0,4294.0,1400.0,4344.0,2500.0,1375.0,4319.0,1350.0,4294.0,1400.0,4344.0,2500.0,1.0,1375.0,4319.0,0.0,0.0,False,0.24816562612969095,0.2491441799331038,tiff,"{""112um"":{""anchor_x"":1375.0,""anchor_y"":4319.0,""fov_um"":112.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":1150,""realized_x1"":1600,""realized_y0"":4094,""realized_y1"":4544,""requested_x0"":1150,""requested_x1"":1600,""requested_y0"":4094,""requested_y1"":4544,""shift_x"":0,""shift_y"":0,""side_px"":450,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":1375.0,""anchor_y"":4319.0,""fov_um"":28.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.504424778761062,""p_y"":0.504424778761062,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":1318,""realized_x1"":1431,""realized_y0"":4262,""realized_y1"":4375,""requested_x0"":1318,""requested_x1"":1431,""requested_y0"":4262,""requested_y1"":4375,""shift_x"":0,""shift_y"":0,""side_px"":113,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":1375.0,""anchor_y"":4319.0,""fov_um"":56.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.5022222222222222,""p_y"":0.5022222222222222,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":1262,""realized_x1"":1487,""realized_y0"":4206,""realized_y1"":4431,""requested_x0"":1262,""requested_x1"":1487,""requested_y0"":4206,""requested_y1"":4431,""shift_x"":0,""shift_y"":0,""side_px"":225,""token_start_col"":6,""token_start_row"":6}}"
4397,272__272__ann10567__y0,272,10567,0,train,2,datasets/midogpp/raw/MIDOGpp/images/272.tiff,4dcace63c54fedfc0843dc241a6112883cdde8887ad66deefac596db6edeec8e,0,1,6577,4933,1036.0,3964.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,1036.0,3964.0,1086.0,4014.0,2500.0,1061.0,3989.0,1036.0,3964.0,1086.0,4014.0,2500.0,1.0,1061.0,3989.0,0.0,0.0,False,0.24816562612969095,0.2491441799331038,tiff,"{""112um"":{""anchor_x"":1061.0,""anchor_y"":3989.0,""fov_um"":112.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":836,""realized_x1"":1286,""realized_y0"":3764,""realized_y1"":4214,""requested_x0"":836,""requested_x1"":1286,""requested_y0"":3764,""requested_y1"":4214,""shift_x"":0,""shift_y"":0,""side_px"":450,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":1061.0,""anchor_y"":3989.0,""fov_um"":28.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.504424778761062,""p_y"":0.504424778761062,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":1004,""realized_x1"":1117,""realized_y0"":3932,""realized_y1"":4045,""requested_x0"":1004,""requested_x1"":1117,""requested_y0"":3932,""requested_y1"":4045,""shift_x"":0,""shift_y"":0,""side_px"":113,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":1061.0,""anchor_y"":3989.0,""fov_um"":56.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.5022222222222222,""p_y"":0.5022222222222222,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":948,""realized_x1"":1173,""realized_y0"":3876,""realized_y1"":4101,""requested_x0"":948,""requested_x1"":1173,""requested_y0"":3876,""requested_y1"":4101,""shift_x"":0,""shift_y"":0,""side_px"":225,""token_start_col"":6,""token_start_row"":6}}"
4398,272__272__ann10568__y1,272,10568,1,train,2,datasets/midogpp/raw/MIDOGpp/images/272.tiff,4dcace63c54fedfc0843dc241a6112883cdde8887ad66deefac596db6edeec8e,0,1,6577,4933,1509.0,3753.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,1509.0,3753.0,1559.0,3803.0,2500.0,1534.0,3778.0,1509.0,3753.0,1559.0,3803.0,2500.0,1.0,1534.0,3778.0,0.0,0.0,False,0.24816562612969095,0.2491441799331038,tiff,"{""112um"":{""anchor_x"":1534.0,""anchor_y"":3778.0,""fov_um"":112.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":1309,""realized_x1"":1759,""realized_y0"":3553,""realized_y1"":4003,""requested_x0"":1309,""requested_x1"":1759,""requested_y0"":3553,""requested_y1"":4003,""shift_x"":0,""shift_y"":0,""side_px"":450,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":1534.0,""anchor_y"":3778.0,""fov_um"":28.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.504424778761062,""p_y"":0.504424778761062,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":1477,""realized_x1"":1590,""realized_y0"":3721,""realized_y1"":3834,""requested_x0"":1477,""requested_x1"":1590,""requested_y0"":3721,""requested_y1"":3834,""shift_x"":0,""shift_y"":0,""side_px"":113,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":1534.0,""anchor_y"":3778.0,""fov_um"":56.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.5022222222222222,""p_y"":0.5022222222222222,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":1421,""realized_x1"":1646,""realized_y0"":3665,""realized_y1"":3890,""requested_x0"":1421,""requested_x1"":1646,""requested_y0"":3665,""requested_y1"":3890,""shift_x"":0,""shift_y"":0,""side_px"":225,""token_start_col"":6,""token_start_row"":6}}"
4399,272__272__ann10569__y1,272,10569,1,train,2,datasets/midogpp/raw/MIDOGpp/images/272.tiff,4dcace63c54fedfc0843dc241a6112883cdde8887ad66deefac596db6edeec8e,0,1,6577,4933,1125.0,3661.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,1125.0,3661.0,1175.0,3711.0,2500.0,1150.0,3686.0,1125.0,3661.0,1175.0,3711.0,2500.0,1.0,1150.0,3686.0,0.0,0.0,False,0.24816562612969095,0.2491441799331038,tiff,"{""112um"":{""anchor_x"":1150.0,""anchor_y"":3686.0,""fov_um"":112.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":925,""realized_x1"":1375,""realized_y0"":3461,""realized_y1"":3911,""requested_x0"":925,""requested_x1"":1375,""requested_y0"":3461,""requested_y1"":3911,""shift_x"":0,""shift_y"":0,""side_px"":450,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":1150.0,""anchor_y"":3686.0,""fov_um"":28.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.504424778761062,""p_y"":0.504424778761062,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":1093,""realized_x1"":1206,""realized_y0"":3629,""realized_y1"":3742,""requested_x0"":1093,""requested_x1"":1206,""requested_y0"":3629,""requested_y1"":3742,""shift_x"":0,""shift_y"":0,""side_px"":113,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":1150.0,""anchor_y"":3686.0,""fov_um"":56.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.5022222222222222,""p_y"":0.5022222222222222,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":1037,""realized_x1"":1262,""realized_y0"":3573,""realized_y1"":3798,""requested_x0"":1037,""requested_x1"":1262,""requested_y0"":3573,""requested_y1"":3798,""shift_x"":0,""shift_y"":0,""side_px"":225,""token_start_col"":6,""token_start_row"":6}}"
4400,272__272__ann10570__y0,272,10570,0,train,2,datasets/midogpp/raw/MIDOGpp/images/272.tiff,4dcace63c54fedfc0843dc241a6112883cdde8887ad66deefac596db6edeec8e,0,1,6577,4933,527.0,3735.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,527.0,3735.0,577.0,3785.0,2500.0,552.0,3760.0,527.0,3735.0,577.0,3785.0,2500.0,1.0,552.0,3760.0,0.0,0.0,False,0.24816562612969095,0.2491441799331038,tiff,"{""112um"":{""anchor_x"":552.0,""anchor_y"":3760.0,""fov_um"":112.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":327,""realized_x1"":777,""realized_y0"":3535,""realized_y1"":3985,""requested_x0"":327,""requested_x1"":777,""requested_y0"":3535,""requested_y1"":3985,""shift_x"":0,""shift_y"":0,""side_px"":450,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":552.0,""anchor_y"":3760.0,""fov_um"":28.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.504424778761062,""p_y"":0.504424778761062,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":495,""realized_x1"":608,""realized_y0"":3703,""realized_y1"":3816,""requested_x0"":495,""requested_x1"":608,""requested_y0"":3703,""requested_y1"":3816,""shift_x"":0,""shift_y"":0,""side_px"":113,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":552.0,""anchor_y"":3760.0,""fov_um"":56.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.5022222222222222,""p_y"":0.5022222222222222,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":439,""realized_x1"":664,""realized_y0"":3647,""realized_y1"":3872,""requested_x0"":439,""requested_x1"":664,""requested_y0"":3647,""requested_y1"":3872,""shift_x"":0,""shift_y"":0,""side_px"":225,""token_start_col"":6,""token_start_row"":6}}"
4401,272__272__ann10571__y0,272,10571,0,train,2,datasets/midogpp/raw/MIDOGpp/images/272.tiff,4dcace63c54fedfc0843dc241a6112883cdde8887ad66deefac596db6edeec8e,0,1,6577,4933,392.0,3869.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,392.0,3869.0,442.0,3919.0,2500.0,417.0,3894.0,392.0,3869.0,442.0,3919.0,2500.0,1.0,417.0,3894.0,0.0,0.0,False,0.24816562612969095,0.2491441799331038,tiff,"{""112um"":{""anchor_x"":417.0,""anchor_y"":3894.0,""fov_um"":112.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":192,""realized_x1"":642,""realized_y0"":3669,""realized_y1"":4119,""requested_x0"":192,""requested_x1"":642,""requested_y0"":3669,""requested_y1"":4119,""shift_x"":0,""shift_y"":0,""side_px"":450,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":417.0,""anchor_y"":3894.0,""fov_um"":28.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.504424778761062,""p_y"":0.504424778761062,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":360,""realized_x1"":473,""realized_y0"":3837,""realized_y1"":3950,""requested_x0"":360,""requested_x1"":473,""requested_y0"":3837,""requested_y1"":3950,""shift_x"":0,""shift_y"":0,""side_px"":113,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":417.0,""anchor_y"":3894.0,""fov_um"":56.0,""mpp_x"":0.24816562612969095,""mpp_y"":0.2491441799331038,""p_x"":0.5022222222222222,""p_y"":0.5022222222222222,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":304,""realized_x1"":529,""realized_y0"":3781,""realized_y1"":4006,""requested_x0"":304,""requested_x1"":529,""requested_y0"":3781,""requested_y1"":4006,""shift_x"":0,""shift_y"":0,""side_px"":225,""token_start_col"":6,""token_start_row"":6}}"
