sample_id,case_id,image_path,annotation_id,bbox_x,bbox_y,bbox_w,bbox_h,patch_center_x,patch_center_y,label,label_name,scanner_model,lab_or_origin,tumor_type,species,resolution,domain_axis,domain_name,domain_id,center,magnification,split,negative_match_scope
262__262__ann8881__y0,262,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/262__262__ann8881__y0.jpg,8881,3901,1645,50,50,3926,1670,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
262__262__ann8882__y0,262,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/262__262__ann8882__y0.jpg,8882,1732.5,2095.5,50,50,1757.5,2120.5,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
262__262__ann8883__y0,262,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/262__262__ann8883__y0.jpg,8883,4699,2764.5,50,50,4724,2789.5,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
262__262__ann8884__y1,262,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/262__262__ann8884__y1.jpg,8884,1207.5,2770,50,50,1232.5,2795,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_domain_same_split
262__262__ann8885__y0,262,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/262__262__ann8885__y0.jpg,8885,5582,4183,50,50,5607,4208,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
262__262__ann8886__y0,262,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/262__262__ann8886__y0.jpg,8886,4363.5,3204.5,50,50,4388.5,3229.5,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
262__262__ann8887__y1,262,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/262__262__ann8887__y1.jpg,8887,4488,4367,50,50,4513,4392,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_domain_same_split
262__262__ann8888__y0,262,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/262__262__ann8888__y0.jpg,8888,969.5,3601.5,50,50,994.5,3626.5,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
262__262__ann8889__y0,262,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/262__262__ann8889__y0.jpg,8889,1804.5,2876.5,50,50,1829.5,2901.5,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
263__263__ann8890__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8890__y1.jpg,8890,894,297,50,50,919,322,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8891__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8891__y1.jpg,8891,393,385,50,50,418,410,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8892__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8892__y1.jpg,8892,10,874,50,50,35,899,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8893__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8893__y0.jpg,8893,64,949,50,50,89,974,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8894__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8894__y0.jpg,8894,488,768,50,50,513,793,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8895__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8895__y0.jpg,8895,1115,376,50,50,1140,401,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8896__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8896__y1.jpg,8896,947,837,50,50,972,862,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8897__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8897__y0.jpg,8897,1316,778,50,50,1341,803,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8898__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8898__y0.jpg,8898,1104,836,50,50,1129,861,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8899__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8899__y0.jpg,8899,370,593,50,50,395,618,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8900__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8900__y0.jpg,8900,373,508,50,50,398,533,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8901__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8901__y1.jpg,8901,1589,527,50,50,1614,552,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8902__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8902__y1.jpg,8902,1743,918,50,50,1768,943,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8903__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8903__y0.jpg,8903,2395,946,50,50,2420,971,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8904__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8904__y0.jpg,8904,2709,764,50,50,2734,789,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8905__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8905__y1.jpg,8905,2683,619,50,50,2708,644,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8906__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8906__y1.jpg,8906,2644,636,50,50,2669,661,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8907__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8907__y1.jpg,8907,2611,684,50,50,2636,709,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8908__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8908__y1.jpg,8908,3229,704,50,50,3254,729,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8909__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8909__y0.jpg,8909,2954,774,50,50,2979,799,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8910__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8910__y1.jpg,8910,177,1160,50,50,202,1185,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8911__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8911__y1.jpg,8911,124,973,50,50,149,998,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8912__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8912__y0.jpg,8912,158,1736,50,50,183,1761,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8913__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8913__y0.jpg,8913,1041,1119,50,50,1066,1144,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8914__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8914__y0.jpg,8914,1390,1398,50,50,1415,1423,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8915__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8915__y1.jpg,8915,1449,1217,50,50,1474,1242,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8916__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8916__y0.jpg,8916,1420,961,50,50,1445,986,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8917__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8917__y1.jpg,8917,1978,1258,50,50,2003,1283,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8918__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8918__y1.jpg,8918,1961,1676,50,50,1986,1701,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8919__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8919__y1.jpg,8919,1828,1758,50,50,1853,1783,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8920__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8920__y0.jpg,8920,2489,1114,50,50,2514,1139,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8921__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8921__y1.jpg,8921,2617,1161,50,50,2642,1186,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8922__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8922__y0.jpg,8922,2447,1018,50,50,2472,1043,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8923__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8923__y0.jpg,8923,2636,1573,50,50,2661,1598,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8924__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8924__y1.jpg,8924,2900,1635,50,50,2925,1660,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8925__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8925__y0.jpg,8925,2233,1730,50,50,2258,1755,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8926__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8926__y0.jpg,8926,3122,1119,50,50,3147,1144,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8927__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8927__y1.jpg,8927,2870,1202,50,50,2895,1227,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8928__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8928__y1.jpg,8928,806,1499,50,50,831,1524,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8929__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8929__y1.jpg,8929,2756,970,50,50,2781,995,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8930__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8930__y1.jpg,8930,1933,1099,50,50,1958,1124,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8931__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8931__y1.jpg,8931,3311,1009,50,50,3336,1034,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8932__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8932__y1.jpg,8932,3739,1387,50,50,3764,1412,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8933__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8933__y1.jpg,8933,3982,1492,50,50,4007,1517,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8934__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8934__y1.jpg,8934,4339,1279,50,50,4364,1304,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8935__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8935__y1.jpg,8935,4331,1047,50,50,4356,1072,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8936__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8936__y1.jpg,8936,3102,2053,50,50,3127,2078,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8937__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8937__y1.jpg,8937,2909,1911,50,50,2934,1936,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8938__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8938__y0.jpg,8938,3193,1423,50,50,3218,1448,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8939__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8939__y1.jpg,8939,4152,1898,50,50,4177,1923,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8940__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8940__y0.jpg,8940,3342,1697,50,50,3367,1722,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8941__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8941__y0.jpg,8941,2793,1756,50,50,2818,1781,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8942__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8942__y1.jpg,8942,4927,1300,50,50,4952,1325,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8943__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8943__y1.jpg,8943,4844,1569,50,50,4869,1594,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8944__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8944__y0.jpg,8944,4595,1783,50,50,4620,1808,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8945__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8945__y0.jpg,8945,4742,1771,50,50,4767,1796,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8946__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8946__y0.jpg,8946,4357,1786,50,50,4382,1811,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8947__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8947__y0.jpg,8947,5764,1453,50,50,5789,1478,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8948__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8948__y1.jpg,8948,367,2432,50,50,392,2457,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8949__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8949__y0.jpg,8949,609,2188,50,50,634,2213,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8950__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8950__y1.jpg,8950,819,2544,50,50,844,2569,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8951__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8951__y0.jpg,8951,1230,2160,50,50,1255,2185,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8952__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8952__y1.jpg,8952,1420,1881,50,50,1445,1906,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8953__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8953__y0.jpg,8953,755,2053,50,50,780,2078,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8954__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8954__y1.jpg,8954,1968,2451,50,50,1993,2476,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8955__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8955__y1.jpg,8955,2012,2160,50,50,2037,2185,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8956__y1,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8956__y1.jpg,8956,2291,2063,50,50,2316,2088,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,positive_same_case
263__263__ann8957__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8957__y0.jpg,8957,2526,2394,50,50,2551,2419,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
263__263__ann8958__y0,263,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/263__263__ann8958__y0.jpg,8958,2955,2638,50,50,2980,2663,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,train,same_case
